log;nome;cnpj;status;endereco;cidade;estado;anotacao;telefone;email;instagram;site;decisor;telefone_decisor;marcadores;mesorregiao;
;CN BEAUTY Perfumaria e Salão de Beleza;47.409.001/0001-58;Descoberto;AVENIDA DIOGENES RIBEIRO DE LIMA, 2407 - ALTO DE PINHEIROS - SÃO PAULO/SP 05458-001;São Paulo (ALTO DE PINHEIROS);SP;Insta voltado para o salão mas também possui uma loja;(11)98328-9061;https://www.instagram.com/normspagliarone/;https://www.instagram.com/cnbeauty.oficial/;;NORMANDO;(11)98328-9061;13;Metropolitada São Paulo;FÍSICA
;BELLA PERFUMARIA E COSMETICO;33.212.207/0001-89;Descoberto;RUA JOSE MARIA PINTO ZILLI, 328 - JARDIM DAS PALMAS - SÃO PAULO/SP 05749-300;São Paulo (JARDIM DAS PALMAS);SP;;(11) 5843-8433;;https://www.instagram.com/bellaperfumaria/;https://shopee.com.br/bellapalmas?smtt=0.0.9;GUILHERME;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;CLIN COSMETICOS;02.387.404/0001-05;Descoberto;RUA TEODORO SAMPAIO, 515 - PINHEIROS - SÃO PAULO/SP 05405-000;São Paulo (PINHEIROS);SP;;1130863876;ricardo@clincosmeticos.com;https://www.instagram.com/CLINCOSMETICOS;https://www.clincosmeticos.com.br/;RICARDO;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;YUMEI COSMETICOS;47.888.085/0001-50;Descoberto;PRACA ISAI LEIRNER, 131 - JARDIM BONFIGLIOLI - SÃO PAULO/SP 05592-140;São Paulo (JARDIM BONFIGLIOLI);SP;;11995178178;;https://www.instagram.com/yumeicosmeticos/;https://yumeicosmeticos.com.br/;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Planet Nails;22.250.655/0001-50;Descoberto;RUA PRESIDENTE CASTELO BRANCO - 253 - CENTRO - Osasco - SP - 06016-020;SÃO PAULO (OSASCO);SP;UNHAS;11 99903-3344;;https://www.instagram.com/planetnailsbr;https://planetnails.com.br/;ALMA;;12;Metropolitada São Paulo;ONLINE/FÍSICA
;CompreBis;21.376.309/0001-50;Descoberto;AVENIDA CRISANTEMO - 169 - JARDIM DAS FLORES - Osasco - SP - 06112-100;SÃO PAULO (OSASCO);SP;UNHAS, CÍLIOS, SOBRANCELHA;1136829749;;https://www.instagram.com/comprebis;https://www.comprebis.com.br/;GUSTAVO;;12;Metropolitada São Paulo;ONLINE/FÍSICA
;ESPAÇO MULHER;21.831.255/0001-76;Descoberto;ESTRADA SANTA EUGENIA, 19 - LOJA C -  PACIENCIA - RIO DE JANEIRO/RJ 23585-430;São Paulo (PACIENCIA);SP;Unhas, cílios e sobrancelha (Muitos produtos para profissionais);2134264146;espacomulherpaciencia@gmail.com;https://www.instagram.com/espacomulherpaciencia/;;RENATA;;12;Metropolitada São Paulo;FÍSICA
;SONEDA PERFUMARIA;07.116.306/0008-23;Descoberto;RUA LEITE DE MORAIS, 100 - SANTANA - SÃO PAULO/SP 02034-020;SÃO PAULO (SANTANA);SP;UNHAS, SOBRANCELHA, CÍLIOS;11910723004;;https://www.instagram.com/sonedaperfumaria/;https://www.soneda.com.br/;;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Perfumaria Sumirê Lapa;43.582.584/0004-06;Descoberto;RUA VOLUNTARIOS DA PATRIA - 2181 - SANTANA - São paulo - SP - 02011-500;SÃO PAULO (SANTANA);SP;UNHAS; (11) 3831-5064;dharamaki@hotmail.com;https://www.instagram.com/sumire.lapa/;http://sumirelapa.com.br/;Diogo;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;PERFUMARIA GOYA;07.163.864/0001-73;Descoberto;AVENIDA GUILHERME COTCHING - 1933 - VILA MARIA - São paulo - SP - 02113-017 - Unidade de Vila Maria;SÃO PAULO (VILA MARIA);SP;UNHAS, SOBRANCELHA, CÍLIOS;(11) 95319-9970;;https://www.instagram.com/goyaperfumaria_oficial/;https://goyaperfumaria.com.br/;Alessandra;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;YUKIHIRO TAKARA PERFUMARIA;01.567.303/0001-53;Descoberto;RUA DOUTOR CESAR, 262 - SANTANA - SÃO PAULO/SP 02013-001;SÃO PAULO (SANTANA);SP;CÍLIOS;1147421606;;https://www.instagram.com/takrabeauty;;;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;ALIZE PERFUMARIA E COSMETICOS ;07.971.032/0001-83;Descoberto;RUA DR. CESAR CASTIGLIONI JUNIOR - 310 - CASA VERDE - São paulo - SP - 02515-000;SÃO PAULO ( CASA VERDE);SP;UNHAS, SOBRANCELHA, CÍLIOS;11989176520;;https://www.instagram.com/alizeperfumaria/;https://alizeperfumaria.com.br/;Ana / Fabiana;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Gloss Cosméticos Tremembe;12.081.333/0001-71;Descoberto;AVENIDA CEL SEZEFREDO FAGUNDES - 2727 - TUCURUVI - São paulo - SP - 02306-003;SÃO PAULO (TUCURUVI);SP;UNHAS, SOBRANCELHA;11953524808;;https://www.instagram.com/glosstremembe_rm/;;;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;VITOR STUDIO COSMETICOS;11.031.919/0001-69;Descoberto;PRACA DOM PEDRO FULCO MORVIDI - 14 - VILA PEREIRA BARRETO - PIRITUBA - São paulo - SP - 02920-020;SÃO PAULO (PIRITUBA);SP;;(11) 94503-1674;juliana@vitorstudio.com.br;https://www.instagram.com/vitorstudio/;https://www.vitorstudio.com.br/;JULIANA / SIMONE;;13;Metropolitada São Paulo;.
;COSMETICOS MENSORE;59.661.405/0001-13;Descoberto;R. Bonifácio Cubas, 164 - Vila Albertina São Paulo - SP;SÃO PAULO (Vila Albertina);SP;;11 2619-2145;;https://www.instagram.com/perfumaria_mensore;;SUELI / KAREN ;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Bella Acto Maquiagens;17.152.833/0001-70;Descoberto;RUA ALCANTARA - 195 - VILA MARIA BAIXA - São paulo - SP - 02110-010;SÃO PAULO (VILA MARIA BAIXA);SP;UNHAS, SOBRANCELHA, CÍLIOS;11972464619;;https://www.instagram.com/bellaacto;https://www.bellaacto.com.br/;RICARDO;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;OZZI PERFUMARIA;30.810.524/0001-09;Descoberto;RUA ANTONIO DE NAPOLI - 68 - PARADA - São paulo - SP - 02987-030;SÃO PAULO (PARADA DE TAIPAS);SP;;(11) 98665-0810;;https://www.instagram.com/ozziperfumaria/;;REINALDO / REGINA;;13;Metropolitada São Paulo;
;PERFUMARIA MALIZIA;60.497.906/0001-95;Descoberto;AVENIDA DEP EMILIO CARLOS, 1240 - BAIRRO DO LIMAO - SÃO PAULO/SP 02720-100;SÃO PAULO (BAIRRO DO LIMAO);SP;;(11) 3966-5018;;https://www.instagram.com/pmaliz/;;NELSON / NEUSA;;13;Metropolitada São Paulo;
;Meg's Perfumaria;17.134.080/0001-70;Descoberto;AVENIDA ROLAND GARROS - 1.641 - JARDIM BRASIL (ZONA NORTE) - São paulo - SP - 02235-001;SÃO PAULO (JARDIM BRASIL);SP;;11 43292215;;https://www.instagram.com/megsperfumaria/;;ALTIERES;;13;Metropolitada São Paulo;
;Gloss Cosméticos;44.211.057/0001-05;Descoberto;AVENIDA PARADA PINTO - 164 - VILA NOVA CACHOEIRINHA - São paulo - SP - 02611-002;São Paulo (Vila Nova Cachoeirinha);SP;;11932002440;;https://www.instagram.com/glosscachoeirinha/;;SILMARA / RAFAEL / MARCIA;;13;Metropolitada São Paulo;
;Encantti Perfumaria;55.742.241/0001-06;Descoberto;RUA PAULINO DE BRITO - 29 - JARDIM BRASIL (ZONA NORTE) - São paulo - SP - 02223-010;SÃO PAULO (JARDIM BRASIL);SP;;(11) 99549-1071;;https://www.instagram.com/encantti.perfumaria/channel/;;RICARDO / CINTIA;;13;Metropolitada São Paulo;
;DML Perfumaria & Cosméticos;52.694.866/0001-43;Descoberto;AVENIDA PAULA FERREIRA - 1690 - FREGUESIA DO O - São paulo - SP - 02916-000;SÃO PAULO (FREGUESIA DO O);SP;;11971218757;;https://www.instagram.com/dmlcosmeticos/;;;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Uehara Cerejeiras;07.686.539/0001-95;Descoberto;AVENIDA DAS CEREJEIRAS, 1333 - JARDIM JAPAO - SÃO PAULO/SP 02124-001;SÃO PAULO (JARDIM JAPAO);SP;;(11)99439-1116;robertouehara@hotmail.com;https://www.instagram.com/ueharaperfumaria_/;;CLAUDIO ROBERTO;;13;Metropolitada São Paulo;FÍSICA
;invite Perfumaria;69.071.058/0001-22;Descoberto;AVENIDA IMIRIM, 2191 - IMIRIM - SÃO PAULO/SP 02465-200;SÃO PAULO (IMIRIM);SP;;11 98294 1504;;https://www.instagram.com/inviteperfumaria/;;CINTIA;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Orquídea;02.404.610/0001-86;Descoberto;AVENIDA ITABERABA, 1939 - ITABERABA - SÃO PAULO/SP 02739-000;SÃO PAULO (ITABERABA);SP;;11 3976-9635;;https://www.instagram.com/perfumaria_orquidea/;;MADALENA;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA FUKUROU;38.016.211/0001-95;Descoberto;RUA FRIEDRICH VON VOITH, 53 - JARDIM SAO JOAO (JARAGUA) - SÃO PAULO/SP 02995-000;SÃO PAULO (JARDIM SAO JOAO);SP;;11 3947-9007;;https://www.instagram.com/perfumaria_fukurou/;;MURILO;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA MILLENIUN;03.415.235/0001-32;Descoberto;AVENIDA ADOLFO COELHO, 925 - LAUZANE PAULISTA - SÃO PAULO/SP 02443-000;SÃO PAULO (LAUZANE PAULISTA);SP;;11969935398;;https://www.instagram.com/milleniumperfumaria/;;GILDASIO;;13;Metropolitada São Paulo;FÍSICA
;TSURU PERFUMARIA  ;02.035.986/0001-60;Descoberto;AVENIDA JULIO BUONO, 1987 - VILA GUSTAVO - SÃO PAULO/SP 02201-001;SÃO PAULO (VILA GUSTAVO);SP;;1136281427;;https://www.instagram.com/tsuru_perfumaria/;;RODRIGO;(11) 96954-6965;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA ORVALHO;05.649.062/0001-42;Descoberto;AVENIDA GENERAL ATALIBA LEONEL, 2780 - PARADA INGLESA - SÃO PAULO/SP 02242-000;SÃO PAULO (PARADA INGLESA);SP;;11 911242892;;https://www.instagram.com/perfumariaorvalho/;https://shopee.com.br/perfumaria.orvalho;GUILHERME;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;Ella Perfumaria;14.089.923/0001-76;Descoberto;AVENIDA AGUIA DE HAIA, 3856 - JARDIM SORAIA - SÃO PAULO/SP 03889-000;SÃO PAULO (JARDIM SORAIA);SP;;(11)93422-4267;;https://www.instagram.com/ellaperfumaria1/;;CLAUDENIA;;13;Metropolitada São Paulo;FÍSICA
;IMPERIO DA BELEZA;45.434.216/0001-01;Descoberto;RUA ZILDA - 527 - CASA VERDE ALTA - São paulo - SP - 02545-000;SÃO PAULO (CASA VERDE ALTA);SP;;11 982823611;;https://www.instagram.com/imperiodabeleza_new/;;JEAN / ANA;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Iara;48.357.608/0001-02;Descoberto;RUA APARECIDA DO TABOADO - 1166 - JARDIM PAULISTANO (ZONA NORTE) - São paulo - SP - 02814-000;SÃO PAULO (JARDIM PAULISTANO);SP;;11 993777998;;https://www.instagram.com/perfumaria_iara23/;;DAIANE;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA MIRANTE;22.470.628/0001-93;Descoberto;AVENIDA MIGUEL DE CASTRO, 1678 - VILA PEREIRA BARRETO - SÃO PAULO/SP 02950-000;SÃO PAULO (VILA PEREIRA BARRETO);SP;;(11) 99184-2936;;https://www.instagram.com/perfumariamirante_/;https://perfumariamirante.com.br/;FARLEY;;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Hiromi;45.198.490/0001-10;Descoberto;RUA BARAO DE JUNDIAI, 976 - CENTRO - JUNDIAÍ/SP 13201-012;SÃO PAULO (JUNDIAÍ);SP;Possuí loja em SP também;11932502138;;https://www.instagram.com/hiromioficial/;;MATEUS / FLAVIA;;13;Metropolitada São Paulo;FÍSICA
;PERFUMARIA MENSORE;52.323.776/0001-46;Descoberto;RUA BONIFACIO CUBAS, 164 - VILA ALBERTINA - SÃO PAULO/SP 02731-000;SÃO PAULO (VILA ALBERTINA);SP;;1126192145;lucas.s.marasco@gmail.com;https://www.instagram.com/perfumaria_mensore;;LUCAS;;13;Metropolitada São Paulo;FÍSICA
;RENI PERFUMARIA;14.922.396/0001-39;Descoberto;AVENIDA EDE, 97 - VILA EDE - SÃO PAULO/SP 02203-000;SÃO PAULO (VILA EDE);SP;;11977045758;;https://www.instagram.com/reniperfumaria/;;RENI;;13;Metropolitada São Paulo;FÍSICA
;AMO MEU ESTILO UNHAS;40.914.870/0001-90;Descoberto;RUA CAPITAO LUIS RAMOS - 306 - VILA GUILHERME - São paulo - SP - 02066-011;SÃO PAULO (VILA GUILHERME);SP;UNHAS;11 981597200;joyceviana87@gmail.com;https://www.instagram.com/amomeuestilounhas/?hl=en;joyceviana87@gmail.com;Joyce;;13;Metropolitada São Paulo;ONLINE
;ACESSORIOS DE UNHAS LUANA;39.417.433/0001-82;Descoberto;;SÃO PAULO (VILA RICA);SP;UNHAS, CÍLIOS E SOBRANCELHA;11 96998-0181;;https://www.instagram.com/acessoriosunhasluana/;;JOSE;;13;Metropolitada São Paulo;ONLINE
;x da beleza;18.134.392/0001-47;Descoberto;AVENIDA ITABERABA, 456 - NOSSA SENHORA DO O - SÃO PAULO/SP 02734-000;SÃO PAULO (NOSSA SENHORA DO O);SP;UNHAS, CÍLIOS E SOBRANCELHA;11963110656;alexandre.acassio@hotmail.com;https://www.instagram.com/xdabeleza/;alexandre.acassio@hotmail.com;ALEXANDRE;;13;Metropolitada São Paulo;
;UEHARA NAILS;51.274.787/0001-10;Descoberto;AVENIDA EDU CHAVES, 694 - PARQUE EDU CHAVES - SÃO PAULO/SP 02229-000;SÃO PAULO (PARQUE EDU CHAVES);SP;UNHAS, CÍLIOS ;11 99934-0694;;https://www.instagram.com/ueharanails.educhaves/;;MAKOTO;(11) 99979-3012;13;Metropolitada São Paulo;ONLINE
;PEROLA ROSA;30.023.308/0001-13;Descoberto;RUA VINTE DE MARCO - 05 - JARDIM FELICIDADE - São paulo - SP - 02326-115;São Paulo (JARDIM FELICIDADE);SP;Unhas, cílios e sobrancelha;11973639088;;https://www.instagram.com/perola.rosaaa/;;VANESSA;;13;Metropolitada São Paulo;ONLINE, FÍSICA
;UEHARA NAILS;39.839.771/0001-02;Descoberto;RUA FELICIO MARCONDES - 440 - CENTRO - Guarulhos - SP - 07010-030;São Paulo (Guarulhos);SP;UNHAS, CÍLIOS E SOBRANCELHA;(11) 99104-0945;;https://www.instagram.com/ueharanails/;;EDWIN;;13;Metropolitada São Paulo;FÍSICA
;NIKKEY  COSMETICOS ;52.742.574/0001-39;Descoberto;RUA COELHO LISBOA - 382 - TATUAPE - São paulo - SP - 03323-040;SÃO PAULO (TATUAPE);SP;UNHAS, SOBRANCELHA, CÍLIOS; (11) 3455-3333;;https://www.instagram.com/nikkeycosmeticos/;https://www.nikkeycosmeticos.com.br/;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;PERFUMARIA IMIRA ;03.997.711/0001-70;Descoberto;AVENIDA MATEO BEI - 3282 - SAO MATEUS - São paulo - SP - 03949-300;SÃO PAULO (SÃO MATEUS);SP;;(11) 99336-6086;;https://www.instagram.com/perfumariaimira/;;Sergio;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
; UEHARA COSMÉTICOS;23.244.963/0001-36;Descoberto;RUA PADRE VIEGAS DE MENEZES - 365 - ITAQUERA - São paulo - SP - 08220-510;SÃO PAULO (ITAQUERA);SP;; (11) 2079-0126;;https://www.instagram.com/uehara_cosmeticos/;;Rafael;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;BELFACE PERFUMARIA;24.535.999/0001-31;Descoberto;RUA VICTORIO SANTIM - 29 - ITAQUERA - São paulo - SP - 08290-001;SÃO PAULO (ITAQUERA);SP;;11 984817897;;https://www.instagram.com/belface_perfumaria/;;Lusia;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Vou de Make ;13.440.504/0001-74;Descoberto;RUA DOS CAMPINEIROS - 441 - MOOCA - São paulo - SP - 03167-020;SÃO PAULO (MOOCA);SP;UNHAS, CÍLIOS;11947119589;;https://www.instagram.com/_voudemake;https://www.voudemake.com.br/;;;13;Metropolitada São Paulo;ONLINE
;PERFUMARIA BELEZA & CIA;11.242.888/0001-95;Descoberto;RUA TUIUTI - 1.443 - TATUAPE - São paulo - SP - 03081-012;SÃO PAULO (TATUAPÉ);SP;UNHAS;11970816444;;https://www.instagram.com/belezaeciaperfumaria;https://www.belezaeciaperfumaria.com.br/;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;KELNI PERFUMARIA;18.957.293/0001-65;Descoberto;AVENIDA TENENTE LAUDELINO FERREIRA DO AMARAL - 141 - VILA JACUI - São paulo - SP - 08060-000;SÃO PAULO (VILA JACUI);SP;UNHAS, CÍLIOS;11956862499;;https://www.instagram.com/kelniperfumariaecosmeticos/?hl=pt;;Aroldo;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;BELLA COSMETICOS;03.954.536/0001-34;Descoberto;AVENIDA FLAMINGO, 234 - VILA CURUCA - SÃO PAULO/SP 08031-000;SÃO PAULO (VILA CURUCA);SP;;11 993671206;;https://www.instagram.com/bellacosmeticos_curuca/;https://disprobelle.mercadoshops.com.br/;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;A PRONTA ENTREGA;14.823.724/0001-40;Descoberto;AVENIDA PARANAGUA, 1764 - ERMELINO MATARAZZO - SÃO PAULO/SP 03806-000;SÃO PAULO ( ERMELINO MATARAZZO);SP;UNHAS;(11) 96407-8993;;https://www.instagram.com/aprontaentrega;https://shopee.com.br/prontaentregaparanagua;Deyse;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Ozzi Ozzi Perfumaria;19.397.233/0001-06;Descoberto;RUA MARCIO BECK MACHADO, 98 - CIDADE TIRADENTES - SÃO PAULO/SP 08485-455;SÃO PAULO ( CIDADE TIRADENTES);SP;UNHAS;(11)93212-3099;;https://www.instagram.com/ozzi_tiradentes/;;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Perfumaria Júlia;03.091.905/0001-02;Descoberto;AVENIDA DR. EDUARDO COTCHING - 1904 - VILA FORMOSA - São paulo - SP - 03356-001;SÃO PAULO (VILA FORMOSA);SP;UNHAS;1126742834;;https://www.instagram.com/perfumariajulia;https://shopee.com.br/perfumariajulia;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Perfumaria Takeo;61.791.406/0001-24;Descoberto;AVENIDA DR EDUARDO COTCHING, 2456 - VILA FORMOSA - SÃO PAULO/SP 03356-001;SÃO PAULO (VILA FORMOSA);SP;UNHAS, SOBRANCELHA, CÍLIOS;11999281234;;https://www.instagram.com/perfumariatakeo/;;Tamilyn;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;OLHA SO QUE BELLA;41.131.950/0001-32;Descoberto;RUA DA MOOCA - 3845 - MOOCA - São paulo - SP - 03165-001;SÃO PAULO (MOOCA);SP;UNHAS;11987393511;;https://www.instagram.com/olhasoquebella/;https://olhasoquebella.com.br/olhasoquebella;Agnes;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;GLOW MAKEUP;40.798.929/0001-22;Descoberto;AVENIDA MATEO BEI - 2373 - SAO MATEUS - São paulo - SP - 03949-012;SÃO PAULO (SÃO MATEUS);SP;UNHAS;11 971253750;darleidelopes@gmail.com;https://www.instagram.com/gloow_makeupp;;Darleide;(11) 97061-6339;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;AIMI COSMETICOS;37.039.067/0001-40;Descoberto;ESTRADA DO LAGEADO VELHO - 538 - GUAIANAZES - São paulo - SP - 08451-000;SÃO PAULO ( GUAIANAZES);SP;UNHAS;11930835138;;https://www.instagram.com/aimi.cosmeticos/;https://www.aimicosmeticos.com.br/;Nilton;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;CAMARIM VIP COSMETICOS;19.175.875/0001-52;Descoberto;RUA APUCARANA - 634 - TATUAPE - São paulo - SP - 03311-000;SÃO PAULO (TATUAPE);SP;UNHAS;11945754832;;https://www.instagram.com/camarimvipperfumaria/;;Eliana;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;JULIAN COSMETICOS;07.964.718/0001-47;Descoberto;AVENIDA TIBURCIO DE SOUZA - 1.695 - ITAIM PAULISTA - São paulo - SP - 08140-000;SÃO PAULO (ITAIM PAULISTA);SP;UNHAS;11 94587-2617;;https://www.instagram.com/julian_cosmeticos/ - https://www.instagram.com/julian_cosmeticos.perfumaria/;;Julio;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;FLESH PERFUMARIA;19.583.774/0001-10;Descoberto;AVENIDA SAPOPEMBA, 5691 - SAPOPEMBA - SÃO PAULO/SP 03374-001;SÃO PAULO (SAPOPEMBA);SP;UNHAS;11997020692;;https://www.instagram.com/perfumaria_flesh/;;Marcio;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Teruya Perfumaria;60.687.522/0002-16;Descoberto;AVENIDA MATEO BEI, 1545 - SAO MATEUS - SÃO PAULO/SP 03949-011;SÃO PAULO (SAO MATEUS);SP;UNHAS, SOBRANCELHA, CÍLIOS;(11) 97437-7979;;https://www.instagram.com/teruyaperfumaria/;https://www.teruyaperfumaria.com.br/;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Ultra Leste Perfumaria;26.752.293/0001-57;Descoberto;AVENIDA MARIA LUIZA AMERICANO, 1.126 - CIDADE LIDER - SÃO PAULO/SP 08275-000;SÃO PAULO (CIDADE LIDER);SP;UNHAS, SOBRANCELHA, CÍLIOS;11 986653015;;https://www.instagram.com/perfumariaultraleste/;;Miguel;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Perfumaria Imira;29.085.306/0001-70;Descoberto;AVENIDA MATEO BEI - 2920 - SAO MATEUS - São paulo - SP - 03949-300;SÃO PAULO (SAO MATEUS);SP;UNHAS, CÍLIOS;11 99336 6086;;https://www.instagram.com/perfumariaimira/;;Cristiane;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;THANAR COSMETICOS ;07.693.184/0001-61;Descoberto;AVENIDA CELSO GARCIA, 4729 - TATUAPE - SÃO PAULO/SP 03063-000;SÃO PAULO (TATUAPE);SP;;11963116323;;https://www.instagram.com/thanarperfumaria/;;Sergio;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;X MAX COSMETICOS ;13.581.433/0001-20;Descoberto;AVENIDA SAPOPEMBA, 3889 - SAPOPEMBA - SÃO PAULO/SP 03374-000;SÃO PAULO (SAPOEMBA);SP;UNHAS;(11) 2506-3748;;https://www.instagram.com/xmaxcosmeticos/;;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
; LUMI COSMETICOS ;07.142.160/0005-48;Descoberto;RUA SALVADOR GIANETTI, 1014 - GUAIANAZES - SÃO PAULO/SP 08410-000;SÃO PAULO (GUAIANAZES);SP;UNHAS;11 976294401;;https://www.instagram.com/perfumarialumi/;https://www.lumistore.com.br/;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;PADRON PERFUMARIA;62.245.881/0006-72;Descoberto;AVENIDA MATEO BEI - 3106 - SAO MATEUS - São paulo - SP - 03949-300;SÃO PAULO (SAO MATEUS);SP;UNHAS, SOBRANCELHA, CÍLIOS;1142242311;;https://www.instagram.com/padronperfumaria/;https://www.padronperfumaria.com.br/;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Perfumaria Popó;03.404.684/0001-85;Descoberto;AVENIDA CELSO GARCIA, 3902 - TATUAPE - SÃO PAULO/SP 03064-000;SÃO PAULO (TATUAPE);SP;UNHAS;11987772061;;https://www.instagram.com/perfumariapopo/;;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;MARIA'S PERFUMARIA;17.083.273/0001-40;Descoberto;AVENIDA LIDER - 1742 - CIDADE LIDER - São paulo - SP - 08280-005;SÃO PAULO (TATUAPE);SP;UNHAS, SOBRANCELHA, CÍLIOS;11 963357994;;https://www.instagram.com/mariasperfumaria_/;;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Perfumaria Espaço da Beleza;05.867.012/0001-31;Descoberto;RUA DOM JOSE ANTONIO COUTO - 13 - GUAIANAZES - São paulo - SP - 08452-270;SÃO PAULO (GUAIANAZES);SP;;(11) 2553-2170;;https://www.instagram.com/perfumaria.graca/;;;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;Bruna Perfumaria;43.705.757/0001-93;Descoberto;AVENIDA CANGAIBA - 2559 - CANGAIBA - São paulo - SP - 03711-007;SÃO PAULO (CANGAIBA);SP;;11945778994;;https://www.instagram.com/bruna.perfumaria/;;Tainara;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;MISS ANGEL COSMETICOS;47.275.362/0001-59;Descoberto;AVENIDA DR EDUARDO COTCHING, 2163 - VILA FORMOSA - SÃO PAULO/SP 03356-001;SÃO PAULO (VILA FORMOSA);SP;UNHAS, SOBRANCELHA, CÍLIOS;11945786710;;https://www.instagram.com/missangel_cosmeticos/;;Valquiria;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;RAYZA PERFUMARIA;48.079.569/0001-10;Descoberto;Av. Santista, 1196 - Jardim Jaú (Zona Leste), São Paulo - SP, 04884-170;SÃO PAULO (JARDIM JAÚ);SP;UNHAS, SOBRANCELHA;11945985803;suzyrutte30@gmail.com;https://www.instagram.com/rayzaperfumaria/;;SUZA / RAYMOND;;13;Metropolitada São Paulo;.
;PERFUMARIA NOVO ESTILO;00.574.575/0001-18;Descoberto;RUA JACAREANA - 29 - JARDIM CAMARGO NOVO - São paulo - SP - 08121-425;SÃO PAULO (JARDIM CAMARGO NOVO);SP;UNHAS, SOBRANCELHA, CÍLIOS;11945453208;ricardo.mk@uol.com.br;https://www.instagram.com/perfumarianovoestilo/;;RICARDO;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;PERFUMARIA AZZUMI;10.718.810/0001-31;Descoberto;AVENIDA SATELITE - 226 - CIDADE SATELITE SANTA BARBARA - São paulo - SP - 08330-480;São Paulo (Cidade Satelite Santa Barbara);SP;;;;https://www.instagram.com/azzumi.perfumaria;;LUCAS; (11) 97289-4141;13;Metropolitada São Paulo;FÍSICA
;Perfumaria Mônica;01.286.826/0001-21;Descoberto;AVENIDA MOACIR D. DE ITAPECURU - 894 - CIDADE NOV.S.MIGUEL - São paulo - SP - 08030-000;SÃO PAULO (CIDADE NOVA SAO MIGUEL);SP;;(11) 93229-6728;;https://www.instagram.com/perfumariamonica/;;CARLOS;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
;LARIMARI PERFUMARIA E COSMETICOS;30.584.284/0001-71;Descoberto;AVENIDA ALZIRO ZARUR, 253 - PARQUE SAVOY CITY - SÃO PAULO/SP 03570-000;SÃO PAULO (PARQUE SAVOY CITY);SP;;11 932296728;julifnascimento@hotmail.com;https://www.instagram.com/larimariperfumaria;;JULIANE;;13;Metropolitada São Paulo;ONLINE, FÍSICA 
